,state_name,state_name_slug,state_code,state_code_slug,class,bioguide,thomas,opensecrets,votesmart,fec,maplight,wikidata,google_entity_id,title,party,name,name_slug,first_name,middle_name,last_name,name_suffix,goes_by,pronunciation,gender,ethnicity,religion,openly_lgbtq,date_of_birth,entered_office,term_end,biography,phone,fax,latitude,longitude,address_complete,address_number,address_prefix,address_street,address_sec_unit_type,address_sec_unit_num,address_city,address_state,address_zipcode,address_type,website,contact_page,facebook_url,twitter_url,photo_url
44,Missouri,missouri,MO,mo,I,H001089,NA,N00041620,169716,S8MO00160,NA,Q23020745,NA,senator,republican,Josh Hawley,josh-hawley,Josh,NA,Hawley,NA,NA,JAHSH HAW-lee,male,white-american,unspecified,no,12/31/79,1/3/19,1/3/25,"Josh Hawley is a Republican member of the U.S. Senate from Missouri. Hawley was elected to the office on November 6, 2018. Hawley is the current attorney general of Missouri. He was the Republican candidate for the office in the state's 2016 election. He won the general election on November 8, 2016.",202-224-6154,NA,38.892947,-77.075686,B40A Dirksen Senate Office Building Washington DC 20510,NA,NA,B40A Dirksen Senate Office Building Washington DC 20510,NA,NA,Washington,DC,20510,Building,https://www.hawley.senate.gov,https://www.hawley.senate.gov/contact-senator-hawley,https://facebook.com/SenatorHawley,https://twitter.com/HawleyMO,https://cdn.civil.services/us-senate/headshots/512x512/josh-hawley.jpg
45,Indiana,indiana,IN,in,I,B001310,NA,N00041731,148564,S8IN00171,NA,Q42804470,NA,senator,republican,Mike Braun,mike-braun,Mike,NA,Braun,NA,NA,MYK BRA-un,male,white-american,unspecified,no,3/24/54,1/3/19,1/3/25,"Mike Braun is a Republican member of the U.S. Senate from Indiana. Braun was elected to the office on November 6, 2018.",202-224-4814,NA,38.892542,-77.007415,B85 Russell Senate Office Building Washington DC 20510,NA,NA,B85 Russell Senate Office Building Washington DC 20510,NA,NA,Washington,DC,20510,Building,https://www.braun.senate.gov/,https://www.braun.senate.gov/,https://facebook.com/SenatorBraun,https://twitter.com/SenatorBraun,https://cdn.civil.services/us-senate/headshots/512x512/mike-braun.jpg
46,Mississippi,mississippi,MS,ms,I,W000437,1226,N00003280,21926,NA,NA,NA,NA,senator,republican,Roger Wicker,roger-wicker,Roger,F.,Wicker,NA,NA,RAH-jer WIK-er,male,white-american,southern-baptist,no,7/5/51,12/31/07,1/3/19,"Roger Wicker, a Senator and a Representative from Mississippi; born in Pontotoc, Pontotoc County, Miss., July 5, 1951; graduated Pontotoc High School, Pontotoc, Miss., 1969; B.A., University of Mississippi, University, Miss., 1973; J.D., University of Mississippi, University, Miss. 1975; Air Force Reserve Officer Training Corps; United States Air Force 1976-1980; United States Air Force Reserve 1980-2003; staff for United States Representative Trent Lott of Mississippi, House Committee on Rules 1980-1982; Tupelo, Miss., judge pro tem; Lee County, Miss., public defender 1984-1987; member of the Mississippi state Senate 1988-1994; elected as a Republican to the One Hundred Fourth and to the six succeeding Congresses (January 3, 1995-December 31, 2007); resigned on December 31, 2007, to accept appointment to the Senate; appointed to the U.S. Senate on December 31, 2007, to fill the seat left vacant by the resignation of Chester Trent Lott; took oath of office on December 31, 2007; elected in 2008 in a special election for the term ending January 3, 2013; reelected in 2012 for the term ending January 3, 2019; chair, National Republican Senatorial Committee (2015-).",202-224-6253,202-228-0378,38.892947,-77.075686,"555 Dirksen Senate Office Building, Washington, DC 20510",NA,NA,555 Dirksen Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.wicker.senate.gov,https://www.wicker.senate.gov/public/index.cfm/contact,https://facebook.com/wicker,https://twitter.com/SenatorWicker,https://cdn.civil.services/us-senate/headshots/512x512/roger-wicker.jpg
47,Mississippi,mississippi,MS,ms,II,H001079,NA,N00043298,20784,NA,NA,NA,NA,senator,republican,Cindy Hyde-Smith,cindy-hyde-smith,Cindy,NA,Hyde-Smith,NA,NA,SIN-dee HIDE-smith,female,white-american,christian,no,5/10/59,4/9/18,1/3/21,"Cindy Hyde-Smith is a Senator from Mississippi; born in Brookhaven, Miss., May 10, 1959; graduated Copiah-Lincoln Community College; B.A., University of Southern Mississippi, 1981; cattle farmer; member of the Mississippi state senate 2000-2012; Mississippi state commissioner of agriculture and commerce 2012-2018; appointed as a Republican to the United States Senate to fill the vacancy caused by the resignation of Thad Cochran; took the oath of office on April 9, 2018; subsequently elected in a special election on November 27, 2018, for the remainder of the term ending January 3, 2021.",202-224-5054,NA,38.892947,-77.075686,"113 Dirksen Senate Office Building, Washington, DC 20510",NA,NA,113 Dirksen Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.hydesmith.senate.gov,https://www.hydesmith.senate.gov/content/contact-senator,https://facebook.com/SenatorCindyHydeSmith,https://twitter.com/SenHydeSmith,https://cdn.civil.services/us-senate/headshots/512x512/cindy-hyde-smith.jpg
48,Iowa,iowa,IA,ia,III,G000386,457,N00001758,53293,NA,NA,NA,NA,senator,republican,Charles Grassley,charles-grassley,Charles,NA,Grassley,NA,Chuck,CHUHK GRASS-lee,male,white-american,baptist,no,9/17/33,1/3/81,1/3/23,"Charles Grassley, a Senator and a Representative from Iowa; born in New Hartford, Butler County, Iowa, September 17, 1933; attended the public schools; graduated, University of Northern Iowa, Cedar Falls 1955; received a graduate degree from the same university in 1956; pursued graduate work, University of Iowa, Iowa City 1957-1958; engaged in agriculture; part-time university instructor; member, Iowa house of representatives 1959-1974; elected in 1974 as a Republican to the Ninety-fourth Congress; reelected to the Ninety-fifth and Ninety-sixth Congresses (January 3, 1975-January 3, 1981); was not a candidate in 1980 for reelection to the House of Representatives, but was elected to the Senate in 1980; reelected in 1986, 1992, 1998, 2004 and again in 2010 for the term ending January 3, 2017; Chair, Special Committee on Aging (One Hundred Fifth Congress), Committee on Finance (One Hundred Seventh Congress [January 20 to June 6, 2001], One Hundred Eighth and One Hundred Ninth Congresses), Committee on the Judiciary (One Hundred Fourteenth Congress).",202-224-3744,202-224-6020,38.892839,-77.004356,"135 Hart Senate Office Building, Washington, DC 20510",NA,NA,135 Hart Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.grassley.senate.gov,https://www.grassley.senate.gov/contact,https://facebook.com/grassley,https://twitter.com/ChuckGrassley,https://cdn.civil.services/us-senate/headshots/512x512/charles-grassley.jpg
49,Montana,montana,MT,mt,II,D000618,2138,N00033054,135720,NA,NA,NA,NA,senator,republican,Steve Daines,steve-daines,Steve,NA,Daines,NA,NA,STEEV DAYNZ,male,white-american,presbyterian,no,8/20/62,1/3/15,1/3/21,"Steve Daines, a Senator and a Representative from Montana; born in Van Nuys, Los Angeles County, Calif., August 20, 1962; graduated from Bozeman High School, Bozeman, Mont.; B.S., Montana State University, Bozeman, Mont., 1984; businessman; delegate, Republican National Convention, 1984; unsuccessful candidate for lieutenant governor of Montana in 2008; elected as a Republican to the One Hundred Thirteenth Congress (January 3, 2013-January 3, 2015); was not a candidate for reelection to the House of Representatives but was elected as a Republican to the United States Senate in 2014 for the term ending January 3, 2021.",202-224-2651,NA,38.892839,-77.004356,"320 Hart Senate Office Building, Washington, DC 20510",NA,NA,320 Hart Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.daines.senate.gov,https://www.daines.senate.gov/connect/email-steve,https://facebook.com/SteveDainesMT,https://twitter.com/SteveDaines,https://cdn.civil.services/us-senate/headshots/512x512/steve-daines.jpg
50,Idaho,idaho,ID,id,III,C000880,250,N00006267,26830,NA,NA,NA,NA,senator,republican,Mike Crapo,mike-crapo,Mike,NA,Crapo,NA,NA,MIKE CRAY-poh,male,white-american,mormon,no,5/20/51,1/3/99,1/3/23,"Michael Crapo, a Senator and a Representative from Idaho; born in Idaho Falls, Bonneville County, Idaho, May 20, 1951; graduated Idaho Falls High School 1969; B.A., Brigham Young University 1973; J.D., Harvard University School of Law 1977; admitted to the bar in 1977; law clerk to Judge James M. Carter, United States Court of Appeals, Ninth Circuit 1977-1978; practiced law in San Diego 1978-1979, and in Idaho Falls 1979-1992; vice chair, Bonneville County Republican Committee 1979-1981; vice chair, Legislative District 29 Republican Committee 1982-1984; Idaho State Senator 1985-1992; elected as a Republican to the One Hundred Third and to the two succeeding Congresses (January 3, 1993-January 3, 1999); was not a candidate for reelection to the U.S. House of Representatives, but was elected to the United States Senate in 1998; reelected in 2004 and again in 2010 for the term ending January 3, 2017.",202-224-6142,202-228-1375,38.892947,-77.075686,"239 Dirksen Senate Office Building, Washington, DC 20510",NA,NA,239 Dirksen Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.crapo.senate.gov,https://www.crapo.senate.gov/contact/email.cfm,https://facebook.com/mikecrapo,https://twitter.com/MikeCrapo,https://cdn.civil.services/us-senate/headshots/512x512/mike-crapo.jpg
51,Missouri,missouri,MO,mo,III,B000575,1464,N00005195,418,NA,NA,NA,NA,senator,republican,Roy Blunt,roy-blunt,Roy,NA,Blunt,NA,NA,ROY BLUHNT,male,white-american,southern-baptist,no,1/10/50,1/3/11,1/3/23,"Roy Blunt, a Senator and a Representative from Missouri; born in Niangua, Webster County, Mo., January 10, 1950; graduated Southwest Baptist University, Bolivar, Mo., B.A., 1970; graduated Missouri State University, Springfield, Mo., M.A., 1972; high school history teacher; clerk and chief election officer, Greene County, Mo. 1973-1984; Missouri state secretary of state 1984-1993; President, Southwest Baptist University, Bolivar, Mo. 1993-1996; elected as a Republican to the One Hundred Fifth and to the six succeeding Congresses (January 3, 1997-January 3, 2011); majority whip (One Hundred Eighth through One Hundred Ninth Congresses); acting majority leader (One Hundred Ninth Congress, September 28, 2005-February 2, 2006); minority whip (One Hundred Tenth Congress); was not a candidate for reelection to the House of Representatives but was elected as a Republican to the United States Senate in 2010 for the term ending January 3, 2017; vice-chair, Republican Conference (2012-); chair, Committee on Rules and Administration (One Hundred Fourteenth Congress).",202-224-5721,202-224-8149,38.892542,-77.007415,"260 Russell Senate Office Building, Washington, DC 20510",NA,NA,260 Russell Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.blunt.senate.gov,https://www.blunt.senate.gov/public/index.cfm/contact-roy,https://facebook.com/RoyForMissouri,https://twitter.com/RoyBlunt,https://cdn.civil.services/us-senate/headshots/512x512/roy-blunt.jpg
52,North Dakota,north-dakota,ND,nd,I,C001096,NA,N00004614,444,S8ND00120,NA,Q3957020,NA,senator,republican,Kevin Cramer,kevin-cramer,Kevin,NA,Cramer,NA,NA,KE-vin KRAY-mer,male,white-american,unspecified,no,1/21/61,1/3/19,1/3/25,"Kevin Cramer is a Republican member-elect for the U.S. Senate from North Dakota. Cramer won the general election on November 6, 2018, after advancing from the primary on June 12, 2018. Cramer served as a member of the North Dakota Public Service Commission from 2003-2013. He was elected to the U.S. House in 2012.",202-224-2043,NA,38.892947,-77.075686,B40C Dirksen Senate Office Building Washington DC 20510,NA,NA,B40C Dirksen Senate Office Building Washington DC 20510,NA,NA,Washington,DC,20510,Building,https://www.cramer.senate.gov/,https://www.cramer.senate.gov/,https://facebook.com/SenatorKevinCramer,https://twitter.com/SenKevinCramer,https://cdn.civil.services/us-senate/headshots/512x512/kevin-cramer.jpg
53,North Dakota,north-dakota,ND,nd,III,H001061,2079,N00031688,41788,NA,NA,NA,NA,senator,republican,John Hoeven,john-hoeven,John,NA,Hoeven,NA,NA,JAHN HOH-vuhn,male,white-american,roman-catholic,no,3/13/57,1/3/11,1/3/23,"John Hoeven, a Senator from North Dakota; born in Bismarck, N.D., March 13, 1957; graduated Dartmouth College, B.A., 1979; graduated Northwestern University, M.B.A., 1981; bank president and CEO; governor of North Dakota 2000-2010; elected as a Republican to the United States Senate in 2010 for the term ending January 3, 2017.",202-224-2551,701- 250-4484,38.892542,-77.007415,"338 Russell Senate Office Building, Washington, DC 20510",NA,NA,338 Russell Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.hoeven.senate.gov,https://www.hoeven.senate.gov/public/index.cfm/email-the-senator,https://facebook.com/SenatorJohnHoeven,https://twitter.com/SenJohnHoeven,https://cdn.civil.services/us-senate/headshots/512x512/john-hoeven.jpg
54,Montana,montana,MT,mt,I,T000464,1829,N00027605,20928,NA,NA,NA,NA,senator,democrat,Jon Tester,jon-tester,Jon,NA,Tester,NA,NA,JAHN TEH-ster,male,white-american,church-of-god,no,8/21/56,1/3/07,1/3/19,"Jon Tester, a Senator from Montana; born in Havre, Mont., on August 21, 1956; graduated College of Great Falls 1978, farmer; teacher; member, Big Sandy school board 1983-1992 (chairman 1986-1991); Montana State Senate 1999-2006, serving as minority whip 2001-2003, minority leader 2003-2005, president 2005-2006; elected as a Democrat to the United States Senate in 2006 for the term commencing January 3, 2007; reelected in 2012 for the term ending January 3, 2019; chair, Committee on Indian Affairs (One Hundred Thirteenth Congress [February 12, 2014-January 3, 2015]); chair, Democratic Senatorial Campaign Committee (2015-).",202-224-2644,202-224-8594,38.892839,-77.004356,"311 Hart Senate Office Building, Washington, DC 20510",NA,NA,311 Hart Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.tester.senate.gov,https://www.tester.senate.gov/?p=email_senator,https://facebook.com/senatortester,https://twitter.com/SenatorTester,https://cdn.civil.services/us-senate/headshots/512x512/jon-tester.jpg
55,North Carolina,north-carolina,NC,nc,III,B001135,153,N00002221,21787,NA,NA,NA,NA,senator,republican,Richard Burr,richard-burr,Richard,NA,Burr,NA,NA,RICH-erd BUR,male,white-american,methodist,no,11/30/55,1/3/05,1/3/23,"Richard Burr, a Senator and a Representative from North Carolina; born in Charlottesville, Albemarle County, Va., November 30, 1955; graduated from Reynolds High School, Winston-Salem, N.C., 1974; B.A., Wake Forest University, Winston-Salem, N.C., 1978; unsuccessful candidate for election to the One Hundred Third Congress in 1992; elected as a Republican to the One Hundred Fourth and to the four succeeding Congresses (January 3, 1995-January 3, 2005); was not a candidate for reelection to the House of Representatives, but was elected to the United States Senate in 2004; reelected in 2010 for the term ending January 3, 2017; Chair, Select Committee on Intelligence (One Hundred Fourteenth Congress).",202-224-3154,202-228-2981,38.892542,-77.007415,"217 Russell Senate Office Building, Washington, DC 20510",NA,NA,217 Russell Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.burr.senate.gov,https://www.burr.senate.gov/contact/email,https://facebook.com/SenatorRichardBurr,https://twitter.com/SenatorBurr,https://cdn.civil.services/us-senate/headshots/512x512/richard-burr.jpg
56,North Carolina,north-carolina,NC,nc,II,T000476,2291,N00035492,57717,NA,NA,NA,NA,senator,republican,Thom Tillis,thom-tillis,Thom,NA,Tillis,NA,NA,TAHM TIL-iss,male,white-american,roman-catholic,no,8/30/60,1/3/15,1/3/21,"Thom Tillis, a Senator from North Carolina; born in Jacksonville, Duval County, Fla., August 30, 1960; B.A., University of Maryland University College, 1997; management consultant; member of the Cornelius (N.C.) board of commissioners 2003-2005; Member of the North Carolina house of representatives 2007-2014, serving as speaker of the House 2011-2014; elected as a Republican to the United States Senate in 2014 for the term ending January 3, 2021.",202-224-6342,202-228-2563,38.892947,-77.075686,"185 Dirksen Senate Office Building, Washington, DC 20510",NA,NA,185 Dirksen Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.tillis.senate.gov,https://www.tillis.senate.gov/public/index.cfm/email-me,https://facebook.com/SenatorThomTillis,https://twitter.com/SenThomTillis,https://cdn.civil.services/us-senate/headshots/512x512/thom-tillis.jpg
57,Nebraska,nebraska,NE,ne,II,S001197,2289,N00035544,150182,NA,NA,NA,NA,senator,republican,Ben Sasse,ben-sasse,Ben,NA,Sasse,NA,NA,BEN SASS,male,white-american,evangelical-lutheran,no,2/22/72,1/3/15,1/3/21,"Benjamin Sasse, a Senator from Nebraska; born in Plainview, Pierce County, Nebr., February 22, 1972; B.A., Harvard University, 1994; M.A., St. John's College, Annapolis, Md., 1998; Ph.D., Yale University, 2004; management consultant; University professor; chief of staff to U.S. Representative Jeff Fortenberry; counselor to the secretary, U.S. Department of Health and Human Services; assistant secretary for planning and evaluation, U.S. Department of Health and Human Services; president of Midland University, Fremont, Nebr.; elected as a Republican to the United States Senate in 2014 for the term ending January 3, 2021.",202-224-4224,NA,38.892542,-77.007415,"386A Russell Senate Office Building, Washington, DC 20510",NA,NA,386A Russell Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.sasse.senate.gov,https://www.sasse.senate.gov/public/index.cfm/email-ben,https://facebook.com/SenatorSasse,https://twitter.com/SenSasse,https://cdn.civil.services/us-senate/headshots/512x512/ben-sasse.jpg
58,Nebraska,nebraska,NE,ne,I,F000463,2179,N00033443,41963,NA,NA,NA,NA,senator,republican,Deb Fischer,deb-fischer,Deb,NA,Fischer,NA,NA,DEBB FISH-er,female,white-american,presbyterian,no,3/1/51,1/3/13,1/3/19,"Deb Fischer, a Senator from Nebraska; born in Lincoln, Neb., March 1, 1951; graduated University of Nebraska, B.S., 1988; rancher; Valentine Rural High School Board of Education 1990-2004; Nebraska Coordinating Commission for Postsecondary Education 2000-2004; Nebraska Unicameral Legislature 2005-2012; elected as a Republican to the United States Senate in 2012 for the term ending January 3, 2019.",202-224-6551,202-228-1325,38.892542,-77.007415,"454 Russell Senate Office Building, Washington, DC 20510",NA,NA,454 Russell Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.fischer.senate.gov,https://www.fischer.senate.gov/public/index.cfm/contact,https://facebook.com/senatordebfischer,https://twitter.com/SenatorFischer,https://cdn.civil.services/us-senate/headshots/512x512/deb-fischer.jpg
59,New Hampshire,new-hampshire,NH,nh,II,S001181,1901,N00024790,1663,NA,NA,NA,NA,senator,democrat,Jeanne Shaheen,jeanne-shaheen,Jeanne,NA,Shaheen,NA,NA,JEEN shuh-HEEN,female,white-american,protestant,no,1/28/47,1/3/09,1/13/21,"Jeanne Shaheen, a Senator from New Hampshire; born in St. Charles, Mo., January 28, 1947; B.A., Shippensburg State College, Shippensburg, Penn., 1969; M.S.S., University of Mississippi, 1973; New Hampshire State Senator, 1990-1996; governor of New Hampshire, 1997-2003; unsuccessful candidate for election to the United States Senate in 2002; elected as a Democrat to the United States Senate in 2008; reelected in 2014 for the term ending January 3, 2021.",202-224-2841,NA,38.892839,-77.004356,"506 Hart Senate Office Building, Washington, DC 20510",NA,NA,506 Hart Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.shaheen.senate.gov,https://www.shaheen.senate.gov/contact/contact-jeanne,https://facebook.com/SenatorShaheen,https://twitter.com/SenatorShaheen,https://cdn.civil.services/us-senate/headshots/512x512/jeanne-shaheen.jpg
60,New Hampshire,new-hampshire,NH,nh,III,H001076,NA,N00038397,42552,NA,NA,NA,NA,senator,democrat,Margaret Hassan,margaret-hassan,Margaret,NA,Hassan,NA,Maggie,MAG-ee HASS-uhn,female,white-american,united-church-of-christ,no,2/27/58,1/3/17,1/3/23,"Maggie Hassan, a Senator from New Hampshire; born in Boston, Mass., February 27, 1958; B.A., Brown University, 1980; J.D., Northeastern University School of Law, 1985; lawyer; member of the New Hampshire Advisory Committee to the Adequacy in Education and Finance Commission; member of the New Hampshire state Senate 2005-2010, serving as majority leader 2008-2010; governor of New Hampshire 2013-2016; elected as a Democrat to the United States Senate in 2016 for the term ending January 3, 2023.",202-224-3324,NA,38.892542,-77.007415,"B85 Russell Senate Office Building, Washington, DC 20510",NA,NA,B85 Russell Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.hassan.senate.gov,https://www.hassan.senate.gov/content/contact-senator,https://facebook.com/maggiefornh,https://twitter.com/Maggie_Hassan,https://cdn.civil.services/us-senate/headshots/512x512/margaret-hassan.jpg
61,New Jersey,new-jersey,NJ,nj,II,B001288,2194,N00035267,76151,NA,NA,NA,NA,senator,democrat,Cory Booker,cory-booker,Cory,NA,Booker,NA,NA,KOR-ee BOOK-er,male,african-american,roman-catholic,no,4/27/69,10/31/13,1/3/21,"Cory Booker, a Senator from New Jersey; born on April 27, 1969, in Washington, D.C.; graduated Northern Valley Regional High School, Old Tappan, N.J., 1987; B.A., Stanford University, 1991; M.A., Stanford University, 1992; attended The Queen's College, University of Oxford, Oxford, England, as a Rhodes Scholar and received a graduate degree in 1994; J.D., Yale Law School, 1997; worked as an attorney in the non-profit sector; Newark City Council 1998-2002; Mayor of Newark, N.J. 2006-2013; elected as a Democrat to the United States Senate in a special election on October 16, 2013, to fill the vacancy caused by the death of Frank Lautenberg, a seat subsequently held by appointed Senator Jeffrey Chiesa, and took the oath of office on October 31, 2013; reelected in 2014 for the term ending January 3, 2021.",202-224-3224,202-224-8378,38.892947,-77.075686,"359 Dirksen Senate Office Building, Washington, DC 20510",NA,NA,359 Dirksen Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.booker.senate.gov,https://www.booker.senate.gov/?p=contact,https://facebook.com/corybooker,https://twitter.com/CoryBooker,https://cdn.civil.services/us-senate/headshots/512x512/cory-booker.jpg
62,New Jersey,new-jersey,NJ,nj,I,M000639,791,N00000699,26961,NA,NA,NA,NA,senator,democrat,Robert Menendez,robert-menendez,Robert,NA,Menendez,NA,NA,BAHB men-EN-dez,male,hispanic-american,christian,no,1/1/54,1/18/06,1/3/19,"Robert Menendez, a Senator and a Representative from New Jersey; born in New York, N.Y., on January 1, 1954; graduated from Union Hill High School, Union City, N.J., 1972; B.A., Saint Peter's College, Jersey City, N.J., 1976; J.D., Rutgers University School of Law, Newark, N.J., 1979; lawyer, private practice; member of the Union City, N.J., board of education 1974-1978, and chief financial officer 1978-1982; mayor of Union City, N.J., 1986-1992; member of the New Jersey state general assembly 1987-1991; Member of the New Jersey state Senate 1991-1993; elected as a Democrat to the One Hundred Third and to the six succeeding Congresses, and served from January 3, 1993, to January 16, 2006, when he resigned to become a U.S. senator; chair, House Democratic Caucus (One Hundred Eighth through One Hundred Ninth Congresses); appointed on January 17, 2006, to the United States Senate to fill vacancy caused by resignation of Jon S. Corzine; service began on January 17, 2006, and took the oath of office on January 18, 2006; elected to the U.S. Senate in 2006 for the term commencing January 3, 2007; reelected in 2012 for the term ending January 3, 2019; chair, Democratic Senatorial Campaign Committee (2008-2011), Committee on Foreign Relations (One Hundred Thirteenth Congress [February 1, 2013-January 3, 2015]).",202-224-4744,202-228-2197,38.892839,-77.004356,"528 Hart Senate Office Building, Washington, DC 20510",NA,NA,528 Hart Senate Office Building,NA,NA,Washington,DC,20510,Building,http://menendez.senate.gov,https://www.menendez.senate.gov/contact,https://facebook.com/senatormenendez,https://twitter.com/SenatorMenendez,https://cdn.civil.services/us-senate/headshots/512x512/robert-menendez.jpg
63,New Mexico,new-mexico,NM,nm,I,H001046,1937,N00029835,74517,NA,NA,NA,NA,senator,democrat,Martin Heinrich,martin-heinrich,Martin,NA,Heinrich,NA,NA,MAR-tn HINE-rehk,male,white-american,lutheran,no,10/17/71,1/3/13,1/3/19,"Martin Heinrich, a Senator and a Representative from New Mexico; born in Fallon, Churchill County, Nev.; October 17, 1971; B. S., University of Missouri, Columbia, Mo., 1995; attended University of New Mexico, Albuquerque, N. Mex., 2001-2002; engineer; business owner; member, Albuquerque, N. Mex., city council, 2003-2007; President, Albuquerque, N. Mex., city council, 2005-2006; trustee, New Mexico state natural resources, 2006; elected as a Democrat to the One Hundred Eleventh and to the succeeding Congress (January 3, 2009-January 3, 2013); was not a candidate for reelection to the House of Representatives but was elected as a Democrat to the United States Senate in 2012 for the term ending January 3, 2019.",202-224-5521,202-228-2841,38.892839,-77.004356,"303 Hart Senate Office Building, Washington, DC 20510",NA,NA,303 Hart Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.heinrich.senate.gov,https://www.heinrich.senate.gov/contact,https://facebook.com/MartinHeinrich,https://twitter.com/MartinHeinrich,https://cdn.civil.services/us-senate/headshots/512x512/martin-heinrich.jpg
64,New Mexico,new-mexico,NM,nm,II,U000039,1567,N00006561,22658,NA,NA,NA,NA,senator,democrat,Tom Udall,tom-udall,Tom,NA,Udall,NA,NA,TAHM YOO-dawl,male,white-american,mormon,no,5/18/48,1/3/09,1/3/21,"Tom Udall (son of Stewart Lee Udall; nephew of Morris K. Udall; cousin of Mark Udall; cousin of Gordon H. Smith), a Senator and a Representative from New Mexico; born in Tucson, Pima County, Ariz., May 18, 1948; graduated from Prescott College, Prescott, Ariz., 1970; Bachelor of Law, Cambridge University, England, 1975; J.D., University of New Mexico School of Law, Albuquerque, N.M., 1977; appointed Assistant United States Attorney for the District of New Mexico, criminal division 1978-1981; served as Chief Counsel to the New Mexico Department of Health and Environment; Attorney General, State of New Mexico, 1990-1998; elected as a Democrat to the One Hundred Sixth and to the four succeeding Congresses (January 3, 1999-January 3, 2009); not a candidate for reelection to the House of Representatives but was elected as a Democrat to the United States Senate in 2008; reelected in 2014 for the term ending January 3, 2021.",202-224-6621,NA,38.892839,-77.004356,"531 Hart Senate Office Building, Washington, DC 20510",NA,NA,531 Hart Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.tomudall.senate.gov,https://www.tomudall.senate.gov/?p=contact,https://facebook.com/senatortomudall,https://twitter.com/SenatorTomUdall,https://cdn.civil.services/us-senate/headshots/512x512/tom-udall.jpg
65,Nevada,nevada,NV,nv,III,C001113,NA,N00037161,69579,NA,NA,NA,NA,senator,democrat,Catherine Cortez-Masto,catherine-cortez-masto,Catherine,NA,Cortez-Masto,NA,NA,KATH-rin KOR-tez MASS-toh,female,hispanic-american,roman-catholic,no,3/29/64,1/3/17,1/3/23,"Catherine Cortez Masto, a Senator from Nevada; born in Las Vegas, Nev., March 29, 1964; B.A., University of Nevada, 1986; J.D., Gonzaga University School of Law, 1990; admitted to the Nevada bar in 1990; assistant county manager, Clark County, Nev.; chief of staff to Nevada Governor Bob Miller; federal prosecutor; attorney general of Nevada 2007-2015; executive vice chancellor for the Nevada System of Higher Education; elected as a Democrat to the United States Senate in 2016 for the term ending January 3, 2023.",202-224-3542,202--228-6753,38.892839,-77.004356,"B40A Dirksen Senate Office Building, Washington, DC 20510",NA,NA,B40A Dirksen Senate Office Building,NA,NA,Washington,DC,20510,Building,http://www.masto.senate.gov,https://www.cortezmasto.senate.gov/content/contact-senator,https://facebook.com/catherinecortezmasto,https://twitter.com/CatherineForNV,https://cdn.civil.services/us-senate/headshots/512x512/catherine-cortez-masto.jpg
66,Nevada,nevada,NV,nv,I,R000608,NA,N00038734,169471,S8NV00156,NA,Q27825033,NA,senator,democrat,Jacky Rosen,jacky-rosen,Jacky,NA,Rosen,NA,NA,JA-kee ROH-zen,female,white-american,unspecified,no,8/2/57,1/3/19,1/3/25,"Jacky Rosen is a Democratic member of the U.S. Senate from Nevada. Rosen was elected to the office on November 6, 2018. Rosen was previously a Democratic member of the U.S. House representing the 3rd Congressional District of Nevada. Rosen was first elected to the House in 2016.",202-224-6244,NA,38.892947,-77.075686,G12 Dirksen Senate Office Building Washington DC 20510,NA,NA,G12 Dirksen Senate Office Building Washington DC 20510,NA,NA,Washington,DC,20510,Building,https://www.rosen.senate.gov/,https://www.rosen.senate.gov/,https://facebook.com/SenJackyRosen,https://twitter.com/SenJackyRosen,https://cdn.civil.services/us-senate/headshots/512x512/jacky-rosen.jpg
